"","Isolate","Accession_number","Collection_time","Country","Nextstrain_clade","Source"
"2678","hCoV-19/HongKong/HKU-311/2022","EPI_ISL_16347792",2022.163,"Tianjin","21L(Omicron)","GISAID"
"2679","hCoV-19/Aruba/AW-RIVM-101750/2022","EPI_ISL_13214736",2022.207,"HongKong","21L(Omicron)","GISAID"
"2680","hCoV-19/HongKong/HKU-220804-002/2022","EPI_ISL_14241417",2022.382,"Aruba","21L(Omicron)","GISAID"
"2681","hCoV-19/HongKong/VZ22093022/2022","EPI_ISL_12771832",2022.125,"HongKong","21L(Omicron)","GISAID"
"2682","hCoV-19/HongKong/HK-HKPU-PUN526618593/2022","EPI_ISL_15680076",2022.355,"HongKong","21L(Omicron)","GISAID"
"2683","hCoV-19/Beijing/BJCDC-1230/2022","EPI_ISL_16614262",2022.566,"HongKong","21L(Omicron)","GISAID"
"2684","hCoV-19/Beijing/BJCDC-1654/2022","EPI_ISL_16633974",2022.377,"Beijing","21L(Omicron)","GISAID"
"2685","hCoV-19/Syria/Northwest-00189/2022","EPI_ISL_10875771",2022.451,"Beijing","21L(Omicron)","GISAID"
"2686","hCoV-19/Qatar/QA.QU.18.38.C1/2022","EPI_ISL_10008508",2022.125,"Syria","21L(Omicron)","GISAID"
"2687","hCoV-19/Israel/CVL-8011076/2022","EPI_ISL_12094322",2022.048,"Qatar","21L(Omicron)","GISAID"
"2688","hCoV-19/Mexico/ZAC_InDRE_FB13975_E32316656052_S13264/2022","EPI_ISL_12739382",2022.168,"Israel","21L(Omicron)","GISAID"
"2689","hCoV-19/Latvia/7223882/2022","EPI_ISL_13631445",2022.281,"Mexico","21L(Omicron)","GISAID"
"2690","hCoV-19/Brazil/PR-NVBS16675GENOV701911726491/2022","EPI_ISL_12930310",2022.399,"Latvia","21L(Omicron)","GISAID"
"2691","hCoV-19/Argentina/PAIS-E1024/2022","EPI_ISL_13454669",2022.275,"Brazil","21L(Omicron)","GISAID"
"2692","hCoV-19/Chile/AR-37085/2022","EPI_ISL_12740912",2022.305,"Argentina","21L(Omicron)","GISAID"
"2693","hCoV-19/Bolivia/SAN-UPCH-3545/2022","EPI_ISL_17206076",2022.196,"Chile","21L(Omicron)","GISAID"
"2694","hCoV-19/Vietnam/BMH-040322-020322BM20/2022","EPI_ISL_10728768",2022.385,"Bolivia","21L(Omicron)","GISAID"
"2695","hCoV-19/Taiwan/NTU-HCH-505/2022","EPI_ISL_14189866",2022.138,"Vietnam","21L(Omicron)","GISAID"
"2696","hCoV-19/Barbados/142987/2022","EPI_ISL_13446653",2022.333,"Taiwan","21L(Omicron)","GISAID"
"2697","hCoV-19/Germany/SH-RKI-I-764242/2022","EPI_ISL_12518514",2022.355,"Barbados","21L(Omicron)","GISAID"
"2698","hCoV-19/Latvia/775155/2022","EPI_ISL_13631270",2022.297,"Germany","21L(Omicron)","GISAID"
"2699","hCoV-19/Maldives/MAV165364/2022","EPI_ISL_10639110",2022.3,"Latvia","21L(Omicron)","GISAID"
"2700","hCoV-19/Bangladesh/BSMMU_Laila_1046/2022","EPI_ISL_12511518",2022.122,"Maldives","21L(Omicron)","GISAID"
"2701","hCoV-19/India/WB-INSACOG-1931502628471/2021","EPI_ISL_9472779",2022.086,"Bangladesh","21L(Omicron)","GISAID"
"2702","hCoV-19/Bangladesh/CHRF-GSB04-155/2022","EPI_ISL_12588316",2021.99,"India","21L(Omicron)","GISAID"
"2703","hCoV-19/Bangladesh/IEDCR-GSB01-336/2022","EPI_ISL_12785409",2022.204,"Bangladesh","21L(Omicron)","GISAID"
"2704","hCoV-19/Bangladesh/BCSIR-BSMMU-45/2022","EPI_ISL_10722958",2022.253,"Bangladesh","21L(Omicron)","GISAID"
"2705","hCoV-19/Bhutan/RCDC-4-0003/2022","EPI_ISL_16984398",2022.081,"Bangladesh","21L(Omicron)","GISAID"
"2706","hCoV-19/NewZealand/22CH3459/2022","EPI_ISL_12545888",2022.27,"Bhutan","21L(Omicron)","GISAID"
"2707","hCoV-19/Singapore/4032/2022","EPI_ISL_12226502",2022.325,"NewZealand","21L(Omicron)","GISAID"
"2708","hCoV-19/Mauritius/N37846/2022","EPI_ISL_12954660",2022.286,"Singapore","21L(Omicron)","GISAID"
"2709","hCoV-19/Bhutan/RCDC-4-0007/2022","EPI_ISL_16984402",2022.152,"Mauritius","21L(Omicron)","GISAID"
"2710","hCoV-19/Nigeria/NCDC-NR-GL-004106/2022","EPI_ISL_12980502",2022.275,"Bhutan","21L(Omicron)","GISAID"
"2711","hCoV-19/Vanuatu/VAN058/2022","EPI_ISL_15640928",2022.133,"Nigeria","21L(Omicron)","GISAID"
"2712","hCoV-19/Mexico/PUE_InDRE_FB13882_E21316569526_S13198/2022","EPI_ISL_12326364",2022.382,"Vanuatu","21L(Omicron)","GISAID"
"2713","hCoV-19/NewZealand/22CV4765/2022","EPI_ISL_13438519",2022.256,"Mexico","21L(Omicron)","GISAID"
"2714","hCoV-19/NewZealand/22CH3183/2022","EPI_ISL_12545004",2022.36,"NewZealand","21L(Omicron)","GISAID"
"2715","hCoV-19/NewZealand/22CV3355/2022","EPI_ISL_11865769",2022.297,"NewZealand","21L(Omicron)","GISAID"
"2716","hCoV-19/NewZealand/22CV3845/2022","EPI_ISL_12546366",2022.234,"NewZealand","21L(Omicron)","GISAID"
"2717","hCoV-19/NewZealand/22CH3361/2022","EPI_ISL_12544987",2022.281,"NewZealand","21L(Omicron)","GISAID"
"2718","hCoV-19/NewZealand/22CV5590/2022","EPI_ISL_13438080",2022.319,"NewZealand","21L(Omicron)","GISAID"
"2719","hCoV-19/NewZealand/22CH5097/2022","EPI_ISL_13437085",2022.442,"NewZealand","21L(Omicron)","GISAID"
"2720","hCoV-19/Brunei/9822003947/2022","EPI_ISL_9731847",2022.448,"NewZealand","21L(Omicron)","GISAID"
"2721","hCoV-19/USA/ID-IBL-863637/2022","EPI_ISL_15783637",2022.026,"Brunei","21L(Omicron)","GISAID"
"2722","hCoV-19/Philippines/PGCV_0043_4787/2022","EPI_ISL_16995650",2022.837,"USA","21L(Omicron)","GISAID"
"2723","hCoV-19/Cambodia/g0730022/2022","EPI_ISL_14549957",2022.87,"Philippines","21L(Omicron)","GISAID"
"2724","hCoV-19/Kazakhstan/ATY-NRL-S2307/2022","EPI_ISL_13257826",2022.577,"Cambodia","21L(Omicron)","GISAID"
"2725","hCoV-19/Myanmar/DSMRC-066/2022","EPI_ISL_8920501",2022.179,"Kazakhstan","21L(Omicron)","GISAID"
"2726","hCoV-19/Philippines/PH-PGC-103756/2021","EPI_ISL_9323224",2022.01,"Myanmar","21L(Omicron)","GISAID"
"2727","hCoV-19/Philippines/PH-PGC-113935/2022","EPI_ISL_13169069",2021.999,"Philippines","21L(Omicron)","GISAID"
"2728","hCoV-19/Vietnam/BMH-240422-sample18/2022","EPI_ISL_12320334",2022.311,"Philippines","21L(Omicron)","GISAID"
"2729","hCoV-19/NewZealand/22MV1946/2022","EPI_ISL_12546258",2022.281,"Vietnam","21L(Omicron)","GISAID"
"2730","hCoV-19/Slovakia/BA_22_00030201/2022","EPI_ISL_12851892",2022.237,"NewZealand","21L(Omicron)","GISAID"
"2731","hCoV-19/Brunei/7122055560/2022","EPI_ISL_10954090",2022.336,"Slovakia","21L(Omicron)","GISAID"
"2732","hCoV-19/Taiwan/KMUH-18/2022","EPI_ISL_15757894",2022.141,"Brunei","21L(Omicron)","GISAID"
"2733","hCoV-19/Canada/NL-PHML-449070/2022","EPI_ISL_13429304",2022.308,"Taiwan","21L(Omicron)","GISAID"
"2734","hCoV-19/Taiwan/NTU-HCH-118/2022","EPI_ISL_14189480",2022.415,"Canada","21L(Omicron)","GISAID"
"2735","hCoV-19/Taiwan/NTU-HCH-1549/2022","EPI_ISL_14190907",2022.234,"Taiwan","21L(Omicron)","GISAID"
"2736","hCoV-19/Taiwan/NTU-HCH-1061/2022","EPI_ISL_14190424",2022.399,"Taiwan","21L(Omicron)","GISAID"
"2737","hCoV-19/Mauritius/ILRI_CM04132/2022","EPI_ISL_14751644",2022.368,"Taiwan","21L(Omicron)","GISAID"
"2738","hCoV-19/SouthKorea/KDCA35148/2022","EPI_ISL_12130035",2022.371,"Mauritius","21L(Omicron)","GISAID"
"2739","hCoV-19/Libya/79742-96/2022","EPI_ISL_13505286",2022.21,"SouthKorea","21L(Omicron)","GISAID"
"2740","hCoV-19/Canada/SK-RRPL-403927/2022","EPI_ISL_12225723",2022.223,"Libya","21L(Omicron)","GISAID"
"2741","hCoV-19/Ghana/WACCBIP-GS2988/2022","EPI_ISL_13392339",2022.234,"Canada","21L(Omicron)","GISAID"
"2742","hCoV-19/Bangladesh/IEDCR-SKH-098/2022","EPI_ISL_14869968",2022.251,"Ghana","21L(Omicron)","GISAID"
"2743","hCoV-19/Japan/PG-232812/2022","EPI_ISL_12984402",2022.385,"Bangladesh","21L(Omicron)","GISAID"
"2744","hCoV-19/Canada/MB-CPL-433336/2022","EPI_ISL_13345582",2022.232,"Japan","21L(Omicron)","GISAID"
"2745","hCoV-19/Panama/M231754-GMI/2022","EPI_ISL_13105518",2022.33,"Canada","21L(Omicron)","GISAID"
"2746","hCoV-19/Aruba/AW-RIVM-94729/2022","EPI_ISL_11840146",2022.347,"Panama","21L(Omicron)","GISAID"
"2747","hCoV-19/USA/HI-CDC-2-6071510/2022","EPI_ISL_13291548",2022.218,"Aruba","21L(Omicron)","GISAID"
"2748","hCoV-19/Mongolia/UB-63827/2022","EPI_ISL_14724032",2022.295,"USA","21L(Omicron)","GISAID"
"2749","hCoV-19/Australia/TAS002378/2022","EPI_ISL_13278924",2022.374,"Mongolia","21L(Omicron)","GISAID"
"2750","hCoV-19/Japan/TKYkbm24106/2022","EPI_ISL_13398127",2022.429,"Australia","21L(Omicron)","GISAID"
"2751","hCoV-19/Iran/NIC-26Or-18/2022","EPI_ISL_12970526",2022.382,"Japan","21L(Omicron)","GISAID"
"2752","hCoV-19/Germany/ST-RKI-I-765998/2022","EPI_ISL_12520302",2022.303,"Iran","21L(Omicron)","GISAID"
"2753","hCoV-19/Sweden/01_SE100_22CS503973/2022","EPI_ISL_11489108",2022.221,"Germany","21L(Omicron)","GISAID"
"2754","hCoV-19/Norway/OUS-22558/2022","EPI_ISL_11333111",2022.204,"Sweden","21L(Omicron)","GISAID"
"2755","hCoV-19/Germany/RP-RKI-I-779959/2022","EPI_ISL_12670343",2022.188,"Norway","21L(Omicron)","GISAID"
"2756","hCoV-19/NorthMacedonia/IPH-MKD-158/2022","EPI_ISL_13032694",2022.316,"Germany","21L(Omicron)","GISAID"
"2757","hCoV-19/Scotland/QEUH-3DBFF58/2022","EPI_ISL_12480141",2022.207,"NorthMacedonia","21L(Omicron)","GISAID"
"2758","hCoV-19/Spain/AN-CBA-24903/2022","EPI_ISL_16233290",2022.314,"Scotland","21L(Omicron)","GISAID"
"2759","hCoV-19/Singapore/2363/2022","EPI_ISL_11019910",2022.379,"Spain","21L(Omicron)","GISAID"
"2760","hCoV-19/Denmark/DCGC-490975/2022","EPI_ISL_12246440",2022.174,"Singapore","21L(Omicron)","GISAID"
"2761","hCoV-19/Moldova/G0010/2022","EPI_ISL_13159673",2022.286,"Denmark","21L(Omicron)","GISAID"
"2762","hCoV-19/Guadeloupe/IPP35746/2022","EPI_ISL_13050577",2022.344,"Moldova","21L(Omicron)","GISAID"
"2763","hCoV-19/Romania/IS-18440/2022","EPI_ISL_12603627",2022.352,"Guadeloupe","21L(Omicron)","GISAID"
"2764","hCoV-19/Denmark/DCGC-433981/2022","EPI_ISL_11272868",2022.253,"Romania","21L(Omicron)","GISAID"
"2765","hCoV-19/CaboVerde/ST5424/2022","EPI_ISL_14076727",2022.204,"Denmark","21L(Omicron)","GISAID"
"2766","hCoV-19/Luxembourg/LNS2235376/2022","EPI_ISL_13031096",2022.226,"CaboVerde","21L(Omicron)","GISAID"
"2767","hCoV-19/Nicaragua/CNDR-50865/2022","EPI_ISL_13993660",2022.374,"Luxembourg","21L(Omicron)","GISAID"
"2768","hCoV-19/Scotland/LSPA-3E0F9E1/2022","EPI_ISL_12747969",2022.497,"Nicaragua","21L(Omicron)","GISAID"
"2769","hCoV-19/Qatar/DA-USAFSAM-S17137/2022","EPI_ISL_13560410",2022.355,"Scotland","21L(Omicron)","GISAID"
"2770","hCoV-19/Panama/1352-GMI/2022","EPI_ISL_15224210",2022.325,"Qatar","21L(Omicron)","GISAID"
"2771","hCoV-19/CostaRica/INC-5145-759849/2022","EPI_ISL_13810761",2022.607,"Panama","21L(Omicron)","GISAID"
"2772","hCoV-19/Denmark/DCGC-524276/2022","EPI_ISL_13090400",2022.459,"CostaRica","21L(Omicron)","GISAID"
"2773","hCoV-19/Serbia/J949463-06/2022","EPI_ISL_13906664",2022.41,"Denmark","21L(Omicron)","GISAID"
"2774","hCoV-19/USA/UT-UPHL-220903651596/2022","EPI_ISL_14857370",2022.451,"Serbia","21L(Omicron)","GISAID"
"2775","hCoV-19/Chile/BI-47872/2022","EPI_ISL_12688345",2022.525,"USA","21L(Omicron)","GISAID"
"2776","hCoV-19/PuertoRico/PR-ASC-210728202/2022","EPI_ISL_15047726",2022.273,"Chile","21L(Omicron)","GISAID"
"2777","hCoV-19/Latvia/4805425/2022","EPI_ISL_13630711",2022.284,"PuertoRico","21L(Omicron)","GISAID"
"2778","hCoV-19/Curacao/CW-RIVM-90012/2022","EPI_ISL_10898872",2022.229,"Latvia","21L(Omicron)","GISAID"
"2779","hCoV-19/Bonaire/BQ-RIVM-98472/2022","EPI_ISL_12550496",2022.136,"Curacao","21L(Omicron)","GISAID"
"2780","hCoV-19/Bonaire/BQ-RIVM-101070/2022","EPI_ISL_12953996",2022.281,"Bonaire","21L(Omicron)","GISAID"
"2781","hCoV-19/CzechRepublic/NRL_s3211/2022","EPI_ISL_12943233",2022.352,"Bonaire","21L(Omicron)","GISAID"
"2782","hCoV-19/Ukraine/70846/2022","EPI_ISL_14051617",2022.344,"CzechRepublic","21L(Omicron)","GISAID"
"2783","hCoV-19/Hungary/MBL-0324_5/2022","EPI_ISL_17033793",2022.185,"Ukraine","21L(Omicron)","GISAID"
"2784","hCoV-19/Montenegro/CO-00892_MNE000_1890952202/2022","EPI_ISL_14490199",2022.226,"Hungary","21L(Omicron)","GISAID"
"2785","hCoV-19/Ukraine/8-68833/2022","EPI_ISL_9859604",2022.336,"Montenegro","21L(Omicron)","GISAID"
"2786","hCoV-19/Ukraine/70858/2022","EPI_ISL_14051621",2022.053,"Ukraine","21L(Omicron)","GISAID"
"2787","hCoV-19/Iceland/DCGN-0004816/2022","EPI_ISL_16931323",2022.19,"Ukraine","21L(Omicron)","GISAID"
"2788","hCoV-19/Switzerland/ZH-ETHZ-675527/2022","EPI_ISL_13436530",2022.103,"Iceland","21L(Omicron)","GISAID"
"2789","hCoV-19/Switzerland/BL-ETHZ-36337161/2022","EPI_ISL_10646049",2022.442,"Switzerland","21L(Omicron)","GISAID"
"2790","hCoV-19/Venezuela/Ara936/2022","EPI_ISL_15014561",2022.119,"Switzerland","21L(Omicron)","GISAID"
"2791","hCoV-19/Mexico/CAM_IBT_IMSS_009363UIMY-NC/2022","EPI_ISL_13405430",2022.555,"Venezuela","21L(Omicron)","GISAID"
"2792","hCoV-19/Mexico/MEX-INMEGEN-80-228/2022","EPI_ISL_13964449",2022.412,"Mexico","21L(Omicron)","GISAID"
"2793","hCoV-19/Mexico/TLA_InDRE_FB13865_E29316566584_S13192/2022","EPI_ISL_12326359",2022.503,"Mexico","21L(Omicron)","GISAID"
"2794","hCoV-19/Mexico/BCS_LANGEBIO_IMSS_6347/2022","EPI_ISL_12480192",2022.256,"Mexico","21L(Omicron)","GISAID"
"2795","hCoV-19/AmericanSamoa/AS-H2211066/2022","EPI_ISL_12968859",2022.278,"Mexico","21L(Omicron)","GISAID"
"2796","hCoV-19/CostaRica/INC-4308-754099/2022","EPI_ISL_12935277",2022.336,"AmericanSamoa","21L(Omicron)","GISAID"
"2797","hCoV-19/Mexico/CHP_InDRE_FB14070_E07316786946_S13225/2022","EPI_ISL_12739336",2022.333,"CostaRica","21L(Omicron)","GISAID"
"2798","hCoV-19/Panama/SEQ1183-GMI/2022","EPI_ISL_13463480",2022.311,"Mexico","21L(Omicron)","GISAID"
"2799","hCoV-19/Venezuela/Car9661/2022","EPI_ISL_13985252",2022.393,"Panama","21L(Omicron)","GISAID"
"2800","hCoV-19/Venezuela/Dtt938/2022","EPI_ISL_15104828",2022.44,"Venezuela","21L(Omicron)","GISAID"
"2801","hCoV-19/Colombia/VAC-SYN-21084476/2022","EPI_ISL_15977738",2022.341,"Venezuela","21L(Omicron)","GISAID"
"2802","hCoV-19/Spain/MD-HGUGM-6596155/2022","EPI_ISL_12589265",2022.193,"Colombia","21L(Omicron)","GISAID"
"2803","hCoV-19/NorthMacedonia/IPH-MKD-5547/2022","EPI_ISL_13032667",2022.314,"Spain","21L(Omicron)","GISAID"
"2804","hCoV-19/NorthMacedonia/IPH-MKD-153/2022","EPI_ISL_13032693",2022.264,"NorthMacedonia","21L(Omicron)","GISAID"
"2805","hCoV-19/Brazil/RJ-NVBS19743GENOV702220478644/2022","EPI_ISL_13523876",2022.193,"NorthMacedonia","21L(Omicron)","GISAID"
"2806","hCoV-19/Thailand/DMSc-10924/2022","EPI_ISL_13353838",2022.36,"Brazil","21L(Omicron)","GISAID"
"2807","hCoV-19/PuertoRico/PR-CDC-2-6050666/2022","EPI_ISL_13653960",2022.429,"Thailand","21L(Omicron)","GISAID"
"2808","hCoV-19/Thailand/DMSc-10903/2022","EPI_ISL_13353817",2022.338,"PuertoRico","21L(Omicron)","GISAID"
"2809","hCoV-19/Curacao/CW-RIVM-103902/2022","EPI_ISL_13760636",2022.421,"Thailand","21L(Omicron)","GISAID"
"2810","hCoV-19/Guatemala/7146-LNS/2022","EPI_ISL_15887290",2022.459,"Curacao","21L(Omicron)","GISAID"
"2811","hCoV-19/Lebanon/GS-225/2022","EPI_ISL_16583680",2022.478,"Guatemala","21L(Omicron)","GISAID"
"2812","hCoV-19/Mongolia/Bayan-Ulgii-3710/2022","EPI_ISL_14807730",2022.089,"Lebanon","21L(Omicron)","GISAID"
"2813","hCoV-19/Guatemala/4611-LNS/2022","EPI_ISL_13081538",2022.377,"Mongolia","21L(Omicron)","GISAID"
"2814","hCoV-19/DominicanRepublic/2018375-LNSPDD/2022","EPI_ISL_13965556",2022.322,"Guatemala","21L(Omicron)","GISAID"
"2815","hCoV-19/Australia/SA149214/2022","EPI_ISL_12039212",2022.505,"DominicanRepublic","21L(Omicron)","GISAID"
"2816","hCoV-19/Ukraine/Dnipro_200/2022","EPI_ISL_12436325",2022.185,"Australia","21L(Omicron)","GISAID"
"2817","hCoV-19/Morocco/728/2022","EPI_ISL_13289797",2022.295,"Ukraine","21L(Omicron)","GISAID"
"2818","hCoV-19/Guinea/CERFIG-36856/2022","EPI_ISL_14578527",2022.242,"Morocco","21L(Omicron)","GISAID"
"2819","hCoV-19/Argentina/PAIS-A1553/2022","EPI_ISL_14726653",2022.259,"Guinea","21L(Omicron)","GISAID"
"2820","hCoV-19/Canada/PE-NML-434029/2022","EPI_ISL_15722442",2022.568,"Argentina","21L(Omicron)","GISAID"
"2821","hCoV-19/Azerbaijan/un-ChVir28824/2022","EPI_ISL_15714256",2022.36,"Canada","21L(Omicron)","GISAID"
"2822","hCoV-19/Poland/PZH-UMB-17833/2022","EPI_ISL_11933352",2022.111,"Azerbaijan","21L(Omicron)","GISAID"
"2823","hCoV-19/Portugal/PT33174/2022","EPI_ISL_12464696",2022.234,"Poland","21L(Omicron)","GISAID"
"2824","hCoV-19/Panama/M235396-GMI/2022","EPI_ISL_13105585",2022.297,"Portugal","21L(Omicron)","GISAID"
"2825","hCoV-19/Serbia/K891906-04/2022","EPI_ISL_12931399",2022.363,"Panama","21L(Omicron)","GISAID"
"2826","hCoV-19/Norway/21391/2022","EPI_ISL_12981756",2022.248,"Serbia","21L(Omicron)","GISAID"
"2827","hCoV-19/Austria/CeMM28866/2022","EPI_ISL_12727836",2022.314,"Norway","21L(Omicron)","GISAID"
"2828","hCoV-19/Botswana/R84B52_BHP_AAC63268/2022","EPI_ISL_10443002",2022.314,"Austria","21L(Omicron)","GISAID"
"2829","hCoV-19/Serbia/K917854-05/2022","EPI_ISL_13299124",2022.089,"Botswana","21L(Omicron)","GISAID"
"2830","hCoV-19/Paraguay/450372/2022","EPI_ISL_13156315",2022.36,"Serbia","21L(Omicron)","GISAID"
"2831","hCoV-19/USA/TN-ASC-210727573/2022","EPI_ISL_12486868",2022.297,"Paraguay","21L(Omicron)","GISAID"
"2832","hCoV-19/Aruba/AW-RIVM-97444/2022","EPI_ISL_12550447",2022.286,"USA","21L(Omicron)","GISAID"
"2833","hCoV-19/Aruba/AW-RIVM-126327/2022","EPI_ISL_16963555",2022.248,"Aruba","21L(Omicron)","GISAID"
"2834","hCoV-19/Pakistan/NIH-B47-S2/2022","EPI_ISL_12411830",2022.842,"Aruba","21L(Omicron)","GISAID"
"2835","hCoV-19/Austria/LB-R00059-S043/2022","EPI_ISL_9852212",2022.3,"Pakistan","21L(Omicron)","GISAID"
"2836","hCoV-19/SriLanka/aicbu5514/2022","EPI_ISL_13232328",2022.092,"Austria","21L(Omicron)","GISAID"
"2837","hCoV-19/Greece/Crete-185/2022","EPI_ISL_13539185",2022.341,"SriLanka","21L(Omicron)","GISAID"
"2838","hCoV-19/Uganda/473/2022","EPI_ISL_13611558",2022.355,"Greece","21L(Omicron)","GISAID"
"2839","hCoV-19/Uganda/UVRI_KBK2787/2022","EPI_ISL_17292848",2022.421,"Uganda","21L(Omicron)","GISAID"
"2840","hCoV-19/Pakistan/NIH-B104-S20/2022","EPI_ISL_15364298",2022.316,"Uganda","21L(Omicron)","GISAID"
"2841","hCoV-19/Argentina/INEI120641/2022","EPI_ISL_13285057",2022.632,"Pakistan","21L(Omicron)","GISAID"
"2842","hCoV-19/BosniaandHerzegovina/AGCK1418/2022","EPI_ISL_11629394",2022.412,"Argentina","21L(Omicron)","GISAID"
"2843","hCoV-19/Israel/ICH-741204353/2022","EPI_ISL_11850031",2022.182,"BosniaandHerzegovina","21L(Omicron)","GISAID"
"2844","hCoV-19/Slovenia/23-026957-MB/2022","EPI_ISL_12788252",2022.182,"Israel","21L(Omicron)","GISAID"
"2845","hCoV-19/PuertoRico/PR-ASC-210728347/2022","EPI_ISL_15010264",2022.347,"Slovenia","21L(Omicron)","GISAID"
"2846","hCoV-19/USA/WI-MHDL-2022040151/2022","EPI_ISL_12223571",2022.281,"PuertoRico","21L(Omicron)","GISAID"
"2847","hCoV-19/Bulgaria/22BG-EU_021097_Pl199/2022","EPI_ISL_14889956",2022.237,"USA","21L(Omicron)","GISAID"
"2848","hCoV-19/Turkey/ASH40/2022","EPI_ISL_12144990",2022.36,"Bulgaria","21L(Omicron)","GISAID"
"2849","hCoV-19/BosniaandHerzegovina/AGC2244/2022","EPI_ISL_11629401",2022.193,"Turkey","21L(Omicron)","GISAID"
"2850","hCoV-19/Moldova/Nr_18998/2022","EPI_ISL_14991956",2022.163,"BosniaandHerzegovina","21L(Omicron)","GISAID"
"2851","hCoV-19/SriLanka/aicbu4726/2022","EPI_ISL_10104434",2022.678,"Moldova","21L(Omicron)","GISAID"
"2852","hCoV-19/Curacao/CW-RIVM-102258/2022","EPI_ISL_13332184",2022.122,"SriLanka","21L(Omicron)","GISAID"
"2853","hCoV-19/Curacao/CW-RIVM-96597/2022","EPI_ISL_12081612",2022.404,"Curacao","21L(Omicron)","GISAID"
"2854","hCoV-19/Paraguay/458864/2022","EPI_ISL_13350775",2022.251,"Curacao","21L(Omicron)","GISAID"
"2855","hCoV-19/France/HDF-IPP26818/2022","EPI_ISL_12179665",2022.355,"Paraguay","21L(Omicron)","GISAID"
"2856","hCoV-19/Turkey/HSGM-IST-02637/2022","EPI_ISL_13620907",2022.237,"France","21L(Omicron)","GISAID"
"2857","hCoV-19/NewZealand/22CV2346/2022","EPI_ISL_10626498",2022.473,"Turkey","21L(Omicron)","GISAID"
"2858","hCoV-19/NewZealand/22CH2098/2022","EPI_ISL_11866019",2022.138,"NewZealand","21L(Omicron)","GISAID"
"2859","hCoV-19/NewZealand/22CH3917/2022","EPI_ISL_12805489",2022.221,"NewZealand","21L(Omicron)","GISAID"
"2860","hCoV-19/NewZealand/22MV2671/2022","EPI_ISL_13437324",2022.355,"NewZealand","21L(Omicron)","GISAID"
"2861","hCoV-19/NewZealand/22CV6901/2022","EPI_ISL_13764179",2022.385,"NewZealand","21L(Omicron)","GISAID"
"2862","hCoV-19/NewZealand/22MV2133/2022","EPI_ISL_12545687",2022.388,"NewZealand","21L(Omicron)","GISAID"
"2863","hCoV-19/NewZealand/22CV3611/2022","EPI_ISL_12545407",2022.3,"NewZealand","21L(Omicron)","GISAID"
"2864","hCoV-19/NewZealand/22CV4255/2022","EPI_ISL_12545265",2022.256,"NewZealand","21L(Omicron)","GISAID"
"2865","hCoV-19/NewZealand/22CV5006/2022","EPI_ISL_13438879",2022.319,"NewZealand","21L(Omicron)","GISAID"
"2866","hCoV-19/NewZealand/22CV4323/2022","EPI_ISL_12545209",2022.39,"NewZealand","21L(Omicron)","GISAID"
"2867","hCoV-19/NewZealand/22CH2759/2022","EPI_ISL_12545744",2022.322,"NewZealand","21L(Omicron)","GISAID"
"2868","hCoV-19/NewZealand/22CV6246/2022","EPI_ISL_13765018",2022.27,"NewZealand","21L(Omicron)","GISAID"
"2869","hCoV-19/NewZealand/22YA0376/2022","EPI_ISL_14633629",2022.445,"NewZealand","21L(Omicron)","GISAID"
"2870","hCoV-19/Laos/LOMWRU-0185/2022","EPI_ISL_13094300",2022.527,"NewZealand","21L(Omicron)","GISAID"
"2871","hCoV-19/Romania/B-20447/2022","EPI_ISL_15488435",2022.237,"Laos","21L(Omicron)","GISAID"
"2872","hCoV-19/Australia/NSW-ICPMR-22871/2022","EPI_ISL_11652153",2022.393,"Romania","21L(Omicron)","GISAID"
"2873","hCoV-19/NewZealand/22CH2198/2022","EPI_ISL_11865646",2022.221,"Australia","21L(Omicron)","GISAID"
"2874","hCoV-19/Bonaire/BQ-RIVM-103980/2022","EPI_ISL_13760618",2022.21,"NewZealand","21L(Omicron)","GISAID"
"2875","hCoV-19/Kenya/SS9263/2022","EPI_ISL_13521229",2022.462,"Bonaire","21L(Omicron)","GISAID"
"2876","hCoV-19/Malaysia/MGVI_GS0865/2022","EPI_ISL_11900021",2022.404,"Kenya","21L(Omicron)","GISAID"
"2877","hCoV-19/USA/DE-DHSS-B1204163/2022","EPI_ISL_13492028",2022.053,"Malaysia","21L(Omicron)","GISAID"
"2878","hCoV-19/PuertoRico/PR-ASC-210726045/2022","EPI_ISL_14956368",2022.393,"USA","21L(Omicron)","GISAID"
"2879","hCoV-19/Georgia/Tb-sNGS5126/2022","EPI_ISL_13302886",2022.275,"PuertoRico","21L(Omicron)","GISAID"
"2880","hCoV-19/Peru/LIM-INS-16683/2022","EPI_ISL_12530312",2022.281,"Georgia","21L(Omicron)","GISAID"
"2881","hCoV-19/Suriname/SR-1005/2022","EPI_ISL_13131242",2022.289,"Peru","21L(Omicron)","GISAID"
"2882","hCoV-19/Suriname/SR-1046/2022","EPI_ISL_13131283",2022.204,"Suriname","21L(Omicron)","GISAID"
"2883","hCoV-19/Mexico/SLP_IBT_IMSS_7392/2022","EPI_ISL_13405157",2022.347,"Suriname","21L(Omicron)","GISAID"
"2884","hCoV-19/Suriname/SR-1034/2022","EPI_ISL_13131271",2022.412,"Mexico","21L(Omicron)","GISAID"
"2885","hCoV-19/Kuwait/Jaber2220215878/2022","EPI_ISL_13490265",2022.325,"Suriname","21L(Omicron)","GISAID"
